Authorization Status,Country of FD Name,Item Category,Quantity,Item Net Weight,Item Grams,Rate,Invoice Date Only,Invoice Quantity,Invoice Status,Extra Fields Final Destination,Sourcing Type,Order Status,Minimum Order Value,Load Deviation,Transaction_Value
Unknown,USA,Generic,343,25.73,75,6.25,26-07-2024,347,Invoice Generated,USA,Indian Export,Order Released,140,0,2143.75
Unknown,South Korea,Generic,102,25.5,250,5.17,23-07-2024,96,Invoice Generated,South Korea,Indian Export,Order Released,40,62,527.34
Under Review,UK,Regular Chips,24,0.6,25,5.51,16-07-2024,29,Invoice Generated,UK,Indian Export,Order Pending,20,4,132.24
Approved,UK,Premium Chocolate,280,28,100,10.45,,129,No Invoice,UK,Local/Regional Sourcing,Order Released,80,200,2926
Pending,UK,Generic,430,43,150,7.98,,129,No Invoice,UK,Indian Export,Order Pending,80,350,3431.4
Unknown,Italy,Generic,98,49,500,10.69,30-07-2024,104,Invoice Generated,Italy,Local/Regional Sourcing,Order Released,98,0,1047.62
Unknown,China,Health Bars,56,2.8,50,10.43,,129,No Invoice,China,Indian Export,Order Released,56,0,584.08
Under Review,China,Brand Chips,72,14.4,200,6.83,27-07-2024,62,Invoice Generated,China,Indian Export,Order Released,40,32,491.76
Pending,India,Generic,54,4.05,75,6.04,28-07-2024,51,Invoice Generated,India,Indian Export,Order Pending,80,-26,326.16
Pending,Japan,Regular Chips,132,85.5,250,2.47,,129,Invoice Pending,Japan,Indian Export,Order Pending,40,92,326.04
Pending,India,Premium Chips,84,21,250,4.47,,129,No Invoice,India,Indian Export,Order Pending,40,44,375.48
Pending,Italy,Generic,65,1.63,25,3.76,,129,No Invoice,Italy,Indian Export,Order Released,80,-15,244.4
Approved,Unknown,Popcorn,48,4.8,100,5.31,25-07-2024,41,Invoice Generated,Unknown,Local/Regional Sourcing,Order Released,40,8,254.88
Pending,UK,Popcorn,23,1.15,50,3.81,30-07-2024,20,Invoice Generated,UK,Local/Regional Sourcing,Order Released,40,-17,87.63
Pending,UK,Generic,110,16.5,150,3.95,29-07-2024,106,Invoice Generated,UK,Indian Export,Order Released,110,0,434.5
Pending,UK,Regular Chips,4,0.4,100,3.78,28-07-2024,11,Invoice Generated,UK,Indian Export,Order Released,40,-36,15.12
Pending,UK,Trail Mix,410,61.5,150,12.91,25-07-2024,405,Invoice Generated,UK,Indian Export,Order Released,140,0,5293.1
Under Review,France,Premium Chips,99,19.8,200,8.51,26-07-2024,96,Invoice Generated,France,Indian Export,Order Released,40,59,842.49
Approved,Canada,Premium Chocolate,30,4.5,150,14.88,23-07-2024,26,Invoice Generated,Canada,Indian Export,Order Released,40,-10,446.4
Pending,UK,Generic,96,28.8,300,8.54,27-07-2024,91,Invoice Generated,UK,Indian Export,Order Pending,40,56,819.84
Approved,India,Generic,80,6,206,9.64,,129,No Invoice,India,Local/Regional Sourcing,Order Released,40,40,771.2
Unknown,France,Health Bars,200,35.23,75,5.89,,129,No Invoice,France,Indian Export,Order Released,80,120,1178
Pending,Mexico,Generic,120,18,150,5.46,,129,No Invoice,Mexico,Indian Export,Order Pending,40,80,655.2
Approved,Canada,Generic,165,12.38,75,3.4,19-07-2024,157,Invoice Generated,Canada,Indian Export,Order Released,40,125,561
Approved,India,Brand Chips,224,15.4,25,4.16,,129,Invoice Pending,India,Indian Export,Order Released,40,184,931.84
Approved,Australia,Unknown,110,2.75,25,5.08,17-07-2024,105,Invoice Generated,Australia,Local/Regional Sourcing,Order Pending,80,30,558.8
Approved,Italy,Popcorn,350,85.5,500,2.11,,129,Invoice Pending,Italy,Indian Export,Order Released,20,330,738.5
Unknown,Mexico,Generic,126,9.45,75,8.67,,129,Invoice Pending,Mexico,Indian Export,Order Pending,40,86,1092.42
Unknown,Germany,Jerky,152,22.8,150,10,,129,Invoice Generated,Germany,Local/Regional Sourcing,Order Pending,40,112,1520
Unknown,Japan,Dried Fruit,102,15.4,200,13.01,,129,No Invoice,Japan,Local/Regional Sourcing,Order Released,40,62,1327.02
Approved,Spain,Regular Chips,23,11.5,500,4.94,25-07-2024,25,Invoice Generated,Spain,Local/Regional Sourcing,Pending,23,0,113.62
Unknown,Australia,Peanuts,21,5.25,250,7.64,28-07-2024,15,Invoice Generated,Australia,Indian Export,Order Released,40,-19,160.44
Under Review,USA,Brand Chips,88,8.8,100,7.01,17-07-2024,98,Invoice Generated,USA,Indian Export,Order Released,40,48,616.88
Pending,India,Generic,132,18.45,75,7.26,,129,No Invoice,India,Indian Export,Order Pending,80,52,958.32
Approved,Japan,Premium Chips,19,1.43,75,3.73,25-07-2024,21,Invoice Generated,Japan,Indian Export,Order Pending,80,-61,70.87
Under Review,Mexico,Generic,12,0.9,150,8.34,,129,No Invoice,Mexico,Indian Export,Order Pending,12,0,100.08
Pending,Spain,Generic,328,8.2,25,8.12,28-07-2024,325,Invoice Generated,Spain,Indian Export,Order Released,40,288,2663.36
Pending,Italy,Generic,7,0.7,100,5.43,,129,Invoice Generated,Italy,Indian Export,Order Pending,20,-13,38.01
Pending,India,Premium Nuts,252,63,250,16.655,19-07-2024,259,Invoice Generated,India,Local/Regional Sourcing,Order Released,40,212,4197.06
Pending,USA,Unknown,344,15.4,75,3.31,,129,No Invoice,USA,Indian Export,Order Released,40,304,1138.64
Unknown,Germany,Generic,396,39.6,100,3.16,,129,Invoice Pending,Germany,Local/Regional Sourcing,Order Released,20,376,1251.36
Unknown,China,Generic,60,18,150,3.52,,129,Invoice Pending,China,Indian Export,Order Released,40,20,211.2
Approved,France,Premium Chips,352,85.5,500,7.23,,129,No Invoice,France,Local/Regional Sourcing,Order Pending,20,332,2544.96
Unknown,Chiaa,Generic,246,18.45,75,8.28,,129,No Invoice,Chiaa,Local/Regional Sourcing,Order Released,80,166,2036.88
Pending,Singapore,Regular Chips,65,4.88,75,4.3,,129,No Invoice,Singapore,Indian Export,Order Released,40,25,279.5
Pending,Spain,Dried Fruit,266,66.5,150,9.62,,129,Invoice Pending,Spain,Indian Export,Pending,40,226,2558.92
Under Review,Brazil,Generic,172,34.4,200,5.03,31-07-2024,172,Invoice Generated,Brazil,Indian Export,Order Released,40,132,865.16
Pending,USA,Generic,432,21.6,50,2.37,29-07-2024,441,Invoice Generated,USA,Indian Export,Order Released,40,392,1023.84
Pending,Germany,Unknown,30,0.75,25,10.93,18-07-2024,24,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,80,-50,327.9
Pending,Canada,Generic,96,2.4,25,5.84,23-07-2024,100,Invoice Generated,Canada,Indian Export,Order Released,20,76,560.64
Unknown,Canada,Premium Nuts,324,16.2,150,16.655,27-07-2024,317,Invoice Generated,Canada,Indian Export,Order Released,140,0,5396.22
Pending,South Korea,Generic,150,11.25,75,9.57,27-07-2024,147,Invoice Generated,South Korea,Indian Export,Order Released,40,110,1435.5
Under Review,China,Generic,136,10.2,75,3.99,29-07-2024,145,Invoice Generated,China,Indian Export,Order Released,20,116,542.64
Pending,Mexico,Premium Chocolate,120,18,150,12.4,19-07-2024,125,Invoice Generated,Mexico,Indian Export,Order Released,40,80,1488
Approved,South Korea,Regular Chips,92,6.9,75,3.88,22-07-2024,87,Invoice Generated,South Korea,Local/Regional Sourcing,Unknown,80,12,356.96
Pending,Brazil,Generic,132,24.5,50,8.22,,129,No Invoice,Brazil,Local/Regional Sourcing,Order Pending,20,112,1085.04
Pending,South Korea,Premium Chips,98,24.5,250,8.18,27-07-2024,88,Invoice Generated,South Korea,Indian Export,Order Released,80,18,801.64
Under Review,UK,Regular Chips,132,31.5,250,3.93,,129,Invoice Pending,UK,Indian Export,Order Released,40,92,518.76
Approved,Japan,Generic,7,3.5,500,6.29,20-07-2024,-3,Invoice Generated,Japan,Indian Export,Order Released,20,-13,44.03
Under Review,France,Premium Chips,541,85.5,200,6.34,17-07-2024,554,Invoice Generated,France,Indian Export,Order Released,40,425,3429.94
Unknown,South Korea,Generic,150,7.5,50,8,22-07-2024,148,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,140,0,1200
Pending,Canada,Regular Chips,266,13.3,50,5.91,30-07-2024,260,Invoice Generated,Canada,Indian Export,Order Released,40,226,1572.06
Pending,Mexico,Popcorn,207,51.75,250,2.97,19-07-2024,201,Invoice Generated,Mexico,Indian Export,Order Released,40,167,614.79
Unknown,France,Brand Chips,414,10.35,25,8.74,23-07-2024,407,Invoice Generated,France,Indian Export,Order Pending,40,374,3618.36
Pending,Spain,Regular Chips,204,40.8,200,1.76,,129,Invoice Pending,Spain,Indian Export,Order Released,140,0,359.04
Approved,Japan,Premium Chocolate,22,11,500,16.655,,129,No Invoice,Japan,Indian Export,Order Released,40,-18,366.41
Unknown,South Koraa,Generic,68,3.4,50,4.07,,129,No Invoice,South Koraa,Indian Export,Order Pending,20,48,276.76
Approved,USA,Generic,18,3.6,200,6.42,,129,Invoice Pending,USA,Local/Regional Sourcing,Order Released,80,-62,115.56
Pending,France,Dried Fruit,36,0.9,25,13.03,,129,No Invoice,France,Local/Regional Sourcing,Order Pending,40,-4,469.08
Pending,Germany,Premium Nuts,132,7.5,300,16.655,,129,No Invoice,Germany,Indian Export,Order Released,40,92,2198.46
Pending,Singapore,Premium Chips,64,1.6,150,7.59,,129,Invoice Generated,Singapore,Local/Regional Sourcing,Order Pending,80,-16,485.76
Pending,South Korea,Premium Chips,11,1.65,150,4.96,25-07-2024,21,Invoice Generated,South Korea,Indian Export,Order Released,11,0,54.56
Pending,Australia,Generic,405,85.5,300,6.73,31-07-2024,407,Invoice Generated,Australia,Indian Export,Order Released,80,325,2725.65
Pending,Germany,Dried Fruit,132,9,300,15.76,,129,Unknown,Germany,Indian Export,Order Pending,40,92,2080.32
Pending,USA,Generic,418,20.9,50,6.87,,129,No Invoice,USA,Indian Export,Order Pending,40,378,2871.66
Unknown,Canada,Generic,74,11.1,150,3.05,29-07-2024,72,Invoice Generated,Canada,Indian Export,Order Released,40,34,225.7
Approved,Brazil,Popcorn,132,85.5,150,3.87,29-07-2024,9,Invoice Generated,Brazil,Local/Regional Sourcing,Order Pending,20,112,510.84
Unknown,Mexico,Generic,400,10,25,3.17,18-07-2024,391,Invoice Generated,Mexico,Indian Export,Order Released,20,380,1268
Under Review,Japan,Unknown,117,35.1,300,3.57,23-07-2024,115,Invoice Generated,Japan,Indian Export,Order Released,40,77,417.69
Pending,Germany,Generic,484,85.5,250,4.91,29-07-2024,479,Invoice Generated,Germany,Local/Regional Sourcing,Order Released,40,425,2376.44
Pending,Souta Korea,Generic,506,12.65,25,5.29,,129,Invoice Pending,Souta Korea,Indian Export,Order Pending,80,425,2676.74
Under Review,India,Generic,462,34.65,75,6.47,31-07-2024,458,Invoice Generated,India,Indian Export,Order Pending,40,422,2989.14
Pending,Spein,Generic,15,0.38,25,6.27,24-07-2024,18,Invoice Generated,Spein,Indian Export,Order Released,40,-25,94.05
Pending,Spain,Premium Nuts,132,19.6,200,16.655,,129,No Invoice,Spain,Indian Export,Order Pending,40,92,2198.46
Pending,South Korea,Dried Fruit,60,18,300,7.31,,129,No Invoice,South Korea,Indian Export,Order Pending,40,20,438.6
Pending,South Korea,Generic,264,15.4,100,2.02,,129,Invoice Pending,South Korea,Indian Export,Order Pending,40,224,533.28
Pending,Spain,Generic,99,24.75,250,5.61,,129,Invoice Pending,Spain,Indian Export,Order Released,20,79,555.39
Unknown,India,Unknown,58,1.45,25,3.04,,129,No Invoice,India,Indian Export,Order Released,58,0,176.32
Pending,South Koree,Regular Chips,6,1.2,200,4.29,,129,Invoice Pending,South Koree,Local/Regional Sourcing,Order Released,20,-14,25.74
Pending,Canada,Generic,132,28,200,7.72,21-07-2024,129,Invoice Generated,Canada,Indian Export,Order Released,80,52,1019.04
Approved,Brazil,Generic,352,70.4,200,8.56,,129,Invoice Pending,Brazil,Local/Regional Sourcing,Order Pending,40,312,3013.12
Under Review,Australia,Generic,204,51,250,2.1,,129,No Invoice,Australia,Local/Regional Sourcing,Order Pending,80,124,428.4
Pending,Franca,Regular Chips,320,15.4,75,3.27,24-07-2024,320,Invoice Generated,Franca,Indian Export,Order Pending,20,300,1046.4
Unknown,Australia,Popcorn,400,15.4,250,1.32,,129,Invoice Pending,Australia,Local/Regional Sourcing,Order Released,80,320,528
Approved,USA,Generic,22,1.65,75,3.76,,129,No Invoice,USA,Local/Regional Sourcing,Order Pending,22,0,82.72
Unknown,France,Regular Chips,441,85.5,250,5.12,,129,Invoice Pending,France,Indian Export,Order Released,40,401,2257.92
Under Review,Mexico,Regular Chips,66,3.3,50,4.88,,129,No Invoice,Mexico,Local/Regional Sourcing,Order Released,66,0,322.08
Pending,Canada,Generic,56,1.4,25,5.75,28-07-2024,53,Invoice Generated,Canada,Indian Export,Order Released,40,16,322
Pending,Singapore,Generic,34,0.85,25,7.56,24-07-2024,26,Invoice Generated,Singapore,Indian Export,Order Released,40,-6,257.04
Approved,Australia,Generic,40,12,300,9.71,22-07-2024,31,Invoice Generated,Australia,Local/Regional Sourcing,Order Released,20,20,388.4
Pending,China,Regular Chips,174,34.8,200,2.85,,129,No Invoice,China,Local/Regional Sourcing,Order Pending,40,134,495.9
Pending,Spain,Generic,78,15.6,200,9.21,26-07-2024,77,Invoice Generated,Spain,Local/Regional Sourcing,Order Released,40,38,718.38
Under Review,Mexico,Premium Chips,132,1.2,75,6.04,,129,No Invoice,Mexico,Local/Regional Sourcing,Order Pending,40,92,797.28
Approved,Australia,Premium Chocolate,14,3.5,250,11.08,23-07-2024,15,Invoice Generated,Australia,Indian Export,Order Pending,40,-26,155.12
Under Review,Australia,Popcorn,12,0.3,25,4.03,,129,Invoice Pending,Australia,Indian Export,Order Pending,40,-28,48.36
Pending,Australia,Dried Fruit,539,80.85,150,10.25,25-07-2024,536,Invoice Generated,Australia,Local/Regional Sourcing,Order Pending,20,425,5524.75
Pending,India,Unknown,208,10.4,50,16.655,,129,Unknown,India,Indian Export,Order Released,80,128,3464.24
Unknown,India,Regular Chips,45,13.5,300,16.655,,129,No Invoice,India,Indian Export,Order Pending,40,5,749.475
Pending,Spain,Generic,78,7.8,100,9.98,,129,Invoice Pending,Spain,Indian Export,Order Released,20,58,778.44
Unknown,Mexico,Regular Chips,15,3,200,4.56,,129,Invoice Pending,Mexico,Local/Regional Sourcing,Order Pending,20,-5,68.4
Pending,South Korea,Generic,132,4.9,25,7.92,31-07-2024,2,Invoice Generated,South Korea,Local/Regional Sourcing,Order Released,80,52,1045.44
Under Review,Unknown,Health Bars,72,3.6,50,10.06,,129,Unknown,Unknown,Local/Regional Sourcing,Order Released,40,32,724.32
Unknown,South Korea,Generic,176,8.8,50,2.43,24-07-2024,186,Invoice Generated,South Korea,Local/Regional Sourcing,Order Pending,40,136,427.68
Approved,Italy,Generic,170,85,500,7.47,,129,Invoice Generated,Italy,Indian Export,Order Released,20,150,1269.9
Approved,UK,Premium Nuts,21,10.5,500,16.655,23-07-2024,29,Invoice Generated,UK,Indian Export,Order Released,20,1,349.755
Under Review,Italy,Generic,66,15.4,75,9.86,28-07-2024,56,Invoice Generated,Italy,Indian Export,Order Released,40,26,650.76
Under Review,India,Regular Chips,148,29.6,200,5.75,18-07-2024,151,Invoice Generated,India,Indian Export,Order Released,80,68,851
Under Review,Caaada,Generic,16,4,250,3.04,22-07-2024,20,Invoice Generated,Caaada,Indian Export,Approved,20,-4,48.64
Pending,South Korea,Generic,24,15.4,50,6.25,28-07-2024,23,Invoice Generated,South Korea,Indian Export,Order Pending,20,4,150
Under Review,Canada,Unknown,48,1.2,25,9,19-07-2024,58,Invoice Generated,Canada,Local/Regional Sourcing,Order Released,20,28,432
Approved,Brazil,Generic,80,12,150,11.66,20-07-2024,74,Invoice Generated,Brazil,Indian Export,Order Released,40,40,932.8
Pending,Singapore,Generic,11,2.75,150,8.09,29-07-2024,17,Invoice Generated,Singapore,Indian Export,Order Released,40,-29,88.99
Pending,Japan,Generic,32,2.4,75,7.33,,129,No Invoice,Japan,Indian Export,Order Pending,80,-48,234.56
Pending,Singapore,Generic,48,3.6,75,3.05,22-07-2024,51,Invoice Generated,Singapore,Local/Regional Sourcing,Order Released,80,-32,146.4
Approved,South Korea,Generic,175,52.5,150,4.01,,129,No Invoice,South Korea,Indian Export,Order Released,140,0,701.75
Unknown,UK,Generic,127,4.8,50,11.28,,129,No Invoice,UK,Indian Export,Order Pending,40,87,1432.56
Pending,South Korea,Dried Fruit,272,6.8,25,11.16,19-07-2024,281,Invoice Generated,South Korea,Indian Export,Order Released,80,192,3035.52
Approved,Mexico,Regular Chips,3,0.75,250,2.76,,129,No Invoice,Mexico,Indian Export,Order Pending,40,-37,8.28
Unknown,Canada,Health Bars,92,4.6,50,5.15,,129,No Invoice,Canada,Indian Export,Order Pending,92,0,473.8
Pending,Italy,Generic,10,2.5,250,4.13,23-07-2024,3,Invoice Generated,Italy,Indian Export,Order Released,40,-30,41.3
Unknown,andia,Generic,288,85.5,500,3.16,27-07-2024,289,Invoice Generated,andia,Local/Regional Sourcing,Order Released,80,208,910.08
Pending,Germany,Generic,132,13.2,150,7.04,19-07-2024,129,Invoice Generated,Germany,Indian Export,Order Released,40,92,929.28
Pending,Spain,Generic,130,39,300,2.59,,129,Invoice Pending,Spain,Indian Export,Order Released,80,50,336.7
Pending,Brazil,Generic,541,12.65,25,9.22,02-08-2024,1313,Invoice Generated,Brazil,Indian Export,Order Released,80,425,4988.02
Pending,UK,Popcorn,450,45,100,3.27,25-07-2024,449,Invoice Generated,UK,Indian Export,Order Released,80,370,1471.5
Approved,Italy,Generic,34,0.85,25,7.97,30-07-2024,29,Invoice Generated,Italy,Indian Export,Order Released,80,-46,270.98
Under Review,France,Health Bars,42,10.5,250,6.74,26-07-2024,51,Invoice Generated,France,Indian Export,Order Released,40,2,283.08
Unknown,South Korea,Dried Fruit,15,3.75,250,13.52,,129,No Invoice,South Korea,Indian Export,Order Pending,20,-5,202.8
Approved,Canada,Brand Chips,132,22.65,75,5.33,,129,Unknown,Canada,Indian Export,Order Released,40,92,703.56
Unknown,USA,Popcorn,52,10.4,200,4.5,,129,Invoice Pending,USA,Local/Regional Sourcing,Unknown,80,-28,234
Unknown,India,Generic,110,8.25,75,8.36,21-07-2024,117,Invoice Generated,India,Indian Export,Order Released,80,30,919.6
Approved,India,Generic,144,10.8,75,7.19,29-07-2024,150,Invoice Generated,India,Indian Export,Unknown,80,64,1035.36
Pending,South Korea,Generic,92,13.8,150,3.77,,129,Invoice Pending,South Korea,Indian Export,Order Released,40,52,346.84
Pending,USA,Generic,80,15.4,300,8.7,,129,Invoice Pending,USA,Indian Export,Unknown,40,40,696
Unknown,India,Generic,384,76.8,200,6.7,,129,Invoice Generated,India,Local/Regional Sourcing,Order Pending,40,344,2572.8
Under Review,USA,Generic,60,6,150,2.85,26-07-2024,68,Invoice Generated,USA,Local/Regional Sourcing,Order Pending,40,20,171
Pending,Japan,Generic,110,5.5,50,6.77,,129,Invoice Pending,Japan,Local/Regional Sourcing,Order Pending,110,0,744.7
Pending,Germany,Generic,300,85.5,500,9.95,,129,Invoice Pending,Germany,Local/Regional Sourcing,Unknown,140,0,2985
Pending,Singapore,Generic,253,15.4,150,8.34,,129,No Invoice,Singapore,Indian Export,Order Released,20,233,2110.02
Pending,South Korea,Unknown,360,9,25,6.8,,129,No Invoice,South Korea,Indian Export,Order Pending,20,340,2448
Approved,USA,Unknown,117,29.25,250,3.47,,129,No Invoice,USA,Indian Export,Order Released,80,37,405.99
Pending,France,Generic,112,56,500,6.25,,129,No Invoice,France,Local/Regional Sourcing,Order Released,20,92,700
Pending,UK,Unknown,132,51.6,200,9.04,,129,Invoice Pending,UK,Indian Export,Order Released,40,92,1193.28
Approved,Spain,Brand Chips,128,3.2,25,3.4,,129,Invoice Pending,Spain,Indian Export,Order Pending,40,88,435.2
Approved,Singapora,Premium Chocolate,151,4.5,50,15.67,,129,Invoice Pending,Singapora,Indian Export,Order Pending,80,71,2366.17
Pending,China,Unknown,63,15.75,250,11.73,29-07-2024,73,Invoice Generated,China,Indian Export,Order Released,40,23,738.99
